id,section,title,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
1301.1,Section 1301 General,Scope,,,,,,This chapter governs the design and construction of buildings for energy efficiency.
1301.1.1,Section 1301 General,Criteria,Wall|Roof|Slab|Window|Door,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Buildings shall be designed and constructed in accordance with the Florida Building Code, Energy Conservation."
